CookerStat, GenerateAssetRegistry=0.036828, Initialize=0.128601, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
SavePackageTransactionId797A96DD42CC64BB0148A9850804E98B_0, Filename=../../../../../../Users/AdamEdinburgh/Documents/GitHub/WorldShiftBase/WorldShiftBase/Content/Levels/MainLevel.umap, AutoPackageBackupDelegate=7.349432, FlushAsyncLoading=0.012074, FlushStreamingFunc=0.051018, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=48.001320, TagPackageExports=0.880268, BeginCacheForCookedPlatformData=0.002414, SerializeImports=1.584537, GatherLocalizableTextData=3.922857, MarkNames=0.048298, SerializeSummary=0.019319, SerializeNames=0.343837, SerializeGatherableTextData=0.068825, BuildExportMap=0.207689, SortExportsNonSeekfree=0.115015, SortExportsSeekfreeConstructor=0.054941, SortExportsSeekfreeInner=10.271575, SortExportsSeekfree=0.006035, BuildDependencyMap=0.073660, SerializeImportMap=0.033509, SerializeExportMap=0.018414, SerializeDependencyMap=0.009660, SerializeStringAssetReferenceMap=0.001814, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.738684, SerializeExports=2.351299, SerializeBulkData=3.511097, MoveFile=3.723618, UnaccountedTime=1.398888, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7025B6C545E04468A8EE7CBDEFE513E1__1_0_13123_0, StartTime=2016.04.16-18.13.34, HierarchicalDDC=, DataSize=451, Duration=3.992889, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_39, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_035F234C4C3F277FEFC61A95EED3F48E__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=347, Duration=4.573092, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_40, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3D1B8BDD4D0868A56D734FA24EF875ED__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=411, Duration=5.121596, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_52, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_46A4885C42ECAF044D1C00B936FF5975__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=347, Duration=3.394876, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_40, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_97A4A374472E352E921DC1B5A74A7DC4__1_0_13123_0, StartTime=2016.04.16-18.15.13, HierarchicalDDC=, DataSize=347, Duration=2.598837, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_41, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_8D8B2F794765A184D723E9907F64A992__1_0_13123_0, StartTime=2016.04.16-18.15.14, HierarchicalDDC=, DataSize=411, Duration=4.189711, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_41, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C38BFFA5443619F652A815A2801D1BE9__1_0_13123_0, StartTime=2016.04.16-18.15.14, HierarchicalDDC=, DataSize=347, Duration=2.172287, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_53, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_48BEC4C94865B5409FB55AA0553949EF__1_0_13123_0, StartTime=2016.04.16-18.15.14, HierarchicalDDC=, DataSize=347, Duration=1.577899, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_54, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_DB45A5D2456ADF508BE60FB166FDE7DD__1_0_13123_0, StartTime=2016.04.16-18.15.14, HierarchicalDDC=, DataSize=347, Duration=3.546421, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_42, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_30C61BE741BCFCA87B081BAE4EE73D57__1_0_13123_0, StartTime=2016.04.16-18.15.16, HierarchicalDDC=, DataSize=411, Duration=2.934217, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_55, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_BA7523C74978DA37583169BC064699C3__1_0_13123_0, StartTime=2016.04.16-18.15.16, HierarchicalDDC=, DataSize=347, Duration=4.764482, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_42, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7BA8BC9745F44D4CB84B88B3FD0DDCB8__1_0_13123_0, StartTime=2016.04.16-18.15.16, HierarchicalDDC=, DataSize=347, Duration=2.677627, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_43, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_1C61CA5849373B717260CEBC7010D666__1_0_13123_0, StartTime=2016.04.16-18.15.16, HierarchicalDDC=, DataSize=347, Duration=3.581736, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_43, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_82348DD84947F02FBD63DFA16FAC385F__1_0_13123_0, StartTime=2016.04.16-18.15.16, HierarchicalDDC=, DataSize=411, Duration=4.519358, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_56, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D552B5C94313A39275A05E848CFF7C63__1_0_13123_0, StartTime=2016.04.16-18.15.16, HierarchicalDDC=, DataSize=347, Duration=2.935726, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_44, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_48E4FBE843E0AC14A3FCCFA4FE697CE6__1_0_13123_0, StartTime=2016.04.16-18.15.16, HierarchicalDDC=, DataSize=347, Duration=2.663136, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_44, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_127299504384996C9708558074AB52C7__1_0_13123_0, StartTime=2016.04.16-18.15.16, HierarchicalDDC=, DataSize=347, Duration=1.420923, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_57, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_DA4B7D3246EA7977177542856522E0AD__1_0_13123_0, StartTime=2016.04.16-18.15.16, HierarchicalDDC=, DataSize=347, Duration=4.851419, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_45, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_2AC399484B7A0A22A60CF1A5F4621E30__1_0_13123_0, StartTime=2016.04.16-18.15.16, HierarchicalDDC=, DataSize=411, Duration=6.648477, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_45, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_8F56F3644CC7223B8BAD0DB039A09BD2__1_0_13123_0, StartTime=2016.04.16-18.15.16, HierarchicalDDC=, DataSize=347, Duration=1.634043, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_46, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_ADDC746F4A31CCC2BC83C4B06D9E0EDD__1_0_13123_0, StartTime=2016.04.16-18.15.16, HierarchicalDDC=, DataSize=347, Duration=6.395206, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_47, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_238CC85B4149907273DF2FA3F07659B5__1_0_13123_0, StartTime=2016.04.16-18.15.17, HierarchicalDDC=, DataSize=411, Duration=2.066027, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_58, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_93AD13384D120591C445348388D00199__1_0_13123_0, StartTime=2016.04.16-18.15.17, HierarchicalDDC=, DataSize=347, Duration=2.184059, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_46, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_82A904F0442323AFE20ED98B6150630B__1_0_13123_0, StartTime=2016.04.16-18.15.17, HierarchicalDDC=, DataSize=347, Duration=1.517218, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_47, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_FDA2CE5944BD41E0845AC5A6634B3434__1_0_13123_0, StartTime=2016.04.16-18.15.17, HierarchicalDDC=, DataSize=347, Duration=1.230437, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_48, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_2B88C6DB403A6E087762BE8D666F2193__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=411, Duration=3.932215, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_48, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A3DE7E7A4188E6870703F5939DCBFBBE__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=347, Duration=1.703780, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_59, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F23DC1664B50A181F141FEB10E2CA7A0__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=347, Duration=1.602348, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_60, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B66DCFF040459946AC2E32BC139134CE__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=411, Duration=4.940473, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_49, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9A906EDC44676848EFE57A983A5EF7C3__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=347, Duration=6.410301, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_49, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0B3C8F554B89DD73FCA46E946FE44560__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=347, Duration=4.264880, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_61, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B55221214BA116C5A6DC53822EBEE6EB__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=347, Duration=3.061611, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_50, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_56D6BD7641F6A4E8E5B14289AAD67528__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=347, Duration=1.157384, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_50, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_FFE0E44545B3D0283A1FEA97BC5A9E2C__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=411, Duration=1.802187, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_51, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_CA0CE8644D048381FFD336B6F0358887__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=347, Duration=1.986332, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_62, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5449D5464C88D6052F935F8211FE69F0__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=347, Duration=2.009880, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_51, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D29ED1DF4277D7BB4E7A319B47D4BDF5__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=347, Duration=4.911795, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_52, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_CCD4F73E479FBB88BD625386BBBE785E__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=411, Duration=2.434615, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_63, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_FE4C1C8B48E422F1D3607780A4737F72__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=347, Duration=2.230849, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_64, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_CBC014F343A0B7342AA47EA7128DFD7D__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=347, Duration=2.918825, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_53, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_27C67001438D7B836EDED9B1B2A88555__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=347, Duration=3.079422, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_52, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D5E4429C49C20741B8C4C1994DB95498__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=411, Duration=2.491068, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_65, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_DA3F9B044FFC472C62D62BBC61764171__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=347, Duration=2.255000, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_54, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_80968D1146D4711B286A33822AB61EE9__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=347, Duration=3.902931, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionId9DC4022245363776F0C746A616F6FF93_66, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0D328E764A5F0907A35BAAADD223BC22__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=411, Duration=26.116648, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdC7862A524F3F027315F3318F908136C3_53, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_6266332D4332FA0A853E7FA69596D71E__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=347, Duration=18.760275, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
DDCTransactionIdA6927F4A412FC5E201D73996628872C0_55, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9777C0C048D23ED7B0A44A973F02FA8F__1_0_13123_0, StartTime=2016.04.16-18.15.27, HierarchicalDDC=, DataSize=347, Duration=1.203876, RunGuid=RunIDE337E7B54056D8C59DBA8EA5D7529BAF
